Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Daylight/Dark,Weather Conditions,Local Authority ,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
2,11/05/2014,1820,3,2,1,Daylight,1,Calderdale,9,2,3,2,24
2,11/05/2014,1820,3,2,1,Daylight,1,Calderdale,9,1,3,1,26
2,12/05/2014,1055,6,1,1,Daylight,1,Calderdale,9,2,3,2,67
2,12/05/2014,1055,6,1,1,Daylight,1,Calderdale,9,1,3,1,70
2,08/05/2014,1655,3,1,1,Daylight,1,Calderdale,1,1,3,1,42
1,14/05/2014,1710,6,1,1,Daylight,1,Calderdale,9,3,3,2,11
4,15/05/2014,430,3,1,1,Daylight,1,Calderdale,1,1,3,1,70
2,16/05/2014,653,1,1,1,Daylight,1,Calderdale,9,1,3,2,23
2,17/05/2014,1135,6,1,1,Daylight,1,Calderdale,9,2,3,1,32
2,17/05/2014,1135,6,1,1,Daylight,1,Calderdale,9,1,3,2,54
3,17/05/2014,1728,3,1,1,Daylight,1,Calderdale,9,1,3,2,53
2,18/05/2014,1148,6,1,1,Daylight,1,Calderdale,1,1,2,2,11
2,18/05/2014,1330,6,1,1,Daylight,1,Calderdale,5,1,3,1,49
1,19/05/2014,825,6,1,1,Daylight,1,Calderdale,9,3,3,2,26
3,19/05/2014,1045,3,1,1,Daylight,1,Calderdale,9,1,3,1,33
2,19/05/2014,1455,6,1,1,Daylight,1,Calderdale,3,1,3,1,57
2,19/05/2014,1635,3,1,1,Daylight,1,Calderdale,9,2,3,1,48
2,19/05/2014,1900,6,1,1,Daylight,1,Calderdale,8,2,3,2,19
2,19/05/2014,1900,6,1,1,Daylight,1,Calderdale,1,1,3,1,38
1,20/05/2014,1027,6,1,1,Daylight,1,Calderdale,8,3,3,1,61
2,21/05/2014,1340,6,1,1,Daylight,1,Calderdale,9,1,3,1,82
2,21/05/2014,1340,6,1,1,Daylight,1,Calderdale,9,2,3,2,78
2,22/05/2014,910,6,2,1,Daylight,5,Calderdale,9,2,3,1,11
2,22/05/2014,910,6,2,1,Daylight,5,Calderdale,9,1,3,2,42
3,24/05/2014,1413,3,2,1,Daylight,2,Calderdale,9,2,3,2,17
3,24/05/2014,1413,3,2,1,Daylight,2,Calderdale,9,2,3,2,13
3,24/05/2014,1413,3,2,1,Daylight,2,Calderdale,9,1,3,1,46
1,25/05/2014,1610,3,1,1,Daylight,1,Calderdale,5,3,3,1,16
4,26/05/2014,2205,6,2,4,Dark,1,Calderdale,9,2,3,1,15
4,26/05/2014,2205,6,2,4,Dark,1,Calderdale,9,1,2,1,33
4,26/05/2014,2205,6,2,4,Dark,1,Calderdale,9,2,3,1,33
2,28/05/2014,712,3,2,1,Daylight,2,Calderdale,9,1,3,1,19
2,28/05/2014,712,3,2,1,Daylight,2,Calderdale,11,1,3,1,55
2,28/05/2014,712,3,2,1,Daylight,2,Calderdale,11,2,3,2,27
2,28/05/2014,1014,3,2,1,Daylight,2,Calderdale,2,1,3,1,25
3,29/05/2014,1600,4,2,1,Daylight,1,Calderdale,9,1,3,2,69
2,31/05/2014,1335,6,1,1,Daylight,1,Calderdale,9,1,3,1,27
1,01/06/2014,1015,4,1,1,Daylight,1,Calderdale,9,1,3,1,76
1,01/06/2014,1015,4,1,1,Daylight,1,Calderdale,9,2,2,2,68
2,01/06/2014,1130,3,1,1,Daylight,1,Calderdale,5,1,3,1,49
2,01/06/2014,1435,6,1,1,Daylight,1,Calderdale,2,1,3,1,16
1,01/06/2014,1451,1,1,1,Daylight,1,Calderdale,9,1,3,1,24
1,01/06/2014,1451,1,1,1,Daylight,1,Calderdale,9,2,3,1,38
1,01/06/2014,1451,1,1,1,Daylight,1,Calderdale,9,2,3,2,11
1,01/06/2014,1451,1,1,1,Daylight,1,Calderdale,9,2,3,2,9
1,01/06/2014,1451,1,1,1,Daylight,1,Calderdale,9,2,3,2,12
2,01/06/2014,1900,3,1,1,Daylight,1,Calderdale,9,1,3,2,58
1,02/06/2014,931,6,1,1,Daylight,1,Calderdale,9,3,2,1,41
1,03/06/2014,900,3,1,1,Daylight,1,Calderdale,9,3,3,2,60
3,03/06/2014,1550,3,1,1,Daylight,1,Calderdale,9,1,3,2,47
2,04/06/2014,1629,3,2,1,Daylight,1,Calderdale,9,1,3,1,49
2,08/06/2014,1650,3,1,1,Daylight,1,Calderdale,9,1,3,1,55
2,08/06/2014,1650,3,1,1,Daylight,1,Calderdale,9,2,3,2,98
1,11/06/2014,2305,1,1,4,Dark,1,Calderdale,9,1,2,1,27
1,13/06/2014,110,3,1,4,Dark,1,Calderdale,9,2,2,1,18
1,13/06/2014,110,3,1,4,Dark,1,Calderdale,9,1,1,1,21
1,13/06/2014,110,3,1,4,Dark,1,Calderdale,9,2,2,1,24
1,13/06/2014,110,3,1,4,Dark,1,Calderdale,9,2,2,1,18
2,14/06/2014,1258,3,1,1,Daylight,1,Calderdale,9,3,2,1,32
1,14/06/2014,1812,3,1,1,Daylight,1,Calderdale,9,2,3,1,17
1,14/06/2014,1812,3,1,1,Daylight,1,Calderdale,9,2,3,1,17
1,14/06/2014,1812,3,1,1,Daylight,1,Calderdale,9,2,3,1,17
1,14/06/2014,1812,3,1,1,Daylight,1,Calderdale,9,1,3,1,17
2,15/06/2014,700,3,1,1,Daylight,1,Calderdale,9,2,3,2,87
1,16/06/2014,1946,6,1,1,Daylight,1,Calderdale,9,3,2,2,8
3,16/06/2014,805,1,1,1,Daylight,1,Calderdale,9,1,3,2,43
3,16/06/2014,805,1,1,1,Daylight,1,Calderdale,9,2,3,2,22
3,16/06/2014,805,1,1,1,Daylight,1,Calderdale,9,2,3,1,23
3,16/06/2014,805,1,1,1,Daylight,1,Calderdale,19,1,3,1,23
1,17/06/2014,1731,6,1,1,Daylight,1,Calderdale,9,3,2,2,57
2,17/06/2014,1755,3,1,1,Daylight,1,Calderdale,1,1,3,1,32
3,18/06/2014,1610,6,1,1,Daylight,1,Calderdale,9,1,3,1,20
1,18/06/2014,1632,3,1,1,Daylight,1,Calderdale,9,3,3,1,44
2,18/06/2014,1814,4,1,1,Daylight,1,Calderdale,9,1,2,2,18
2,18/06/2014,1814,4,1,1,Daylight,1,Calderdale,9,1,3,1,23
2,18/06/2014,1814,4,1,1,Daylight,1,Calderdale,9,2,3,2,22
2,20/06/2014,1200,3,1,1,Daylight,1,Calderdale,9,1,2,1,37
1,20/06/2014,1530,3,1,1,Daylight,1,Calderdale,1,1,2,1,54
2,22/06/2014,1000,3,1,1,Daylight,1,Calderdale,1,1,3,1,33
2,23/06/2014,1623,3,1,1,Daylight,1,Calderdale,5,1,3,1,40
2,24/06/2014,2210,3,1,4,Dark,1,Calderdale,9,1,3,2,28
2,24/06/2014,2210,3,1,4,Dark,1,Calderdale,9,1,3,1,18
2,25/06/2014,838,3,1,1,Daylight,1,Calderdale,9,1,3,2,67
1,25/06/2014,1208,3,1,1,Daylight,1,Calderdale,9,3,2,2,84
2,25/06/2014,1240,3,1,1,Daylight,1,Calderdale,5,1,2,1,54
2,28/06/2014,950,3,1,1,Daylight,1,Calderdale,1,1,3,1,55
2,28/06/2014,830,3,2,1,Daylight,2,Calderdale,9,2,3,2,37
2,29/06/2014,1437,4,1,1,Daylight,1,Calderdale,2,1,3,1,17
1,30/06/2014,1305,6,1,1,Daylight,1,Calderdale,9,3,2,2,63
2,02/07/2014,1745,6,1,1,Daylight,1,Calderdale,9,1,3,2,36
2,03/07/2014,1700,6,1,1,Daylight,1,Calderdale,9,2,3,2,37
2,03/07/2014,1700,6,1,1,Daylight,1,Calderdale,9,2,3,2,45
2,03/07/2014,1700,6,1,1,Daylight,1,Calderdale,9,1,3,1,51
1,03/07/2014,2010,6,1,1,Daylight,1,Calderdale,9,3,3,2,16
2,03/07/2014,2316,6,1,1,Daylight,1,Calderdale,9,1,3,1,22
2,03/07/2014,2316,6,1,1,Daylight,1,Calderdale,9,2,3,1,28
3,04/07/2014,1615,1,2,1,Daylight,2,Calderdale,9,2,2,2,51
3,04/07/2014,1615,1,2,1,Daylight,2,Calderdale,9,1,2,1,42
3,04/07/2014,1615,1,2,1,Daylight,2,Calderdale,9,2,3,2,30
3,04/07/2014,1615,1,2,1,Daylight,2,Calderdale,9,2,3,1,5
3,04/07/2014,1615,1,2,1,Daylight,2,Calderdale,9,2,3,1,3
1,04/07/2014,2000,3,2,1,Daylight,2,Calderdale,9,1,3,2,26
2,06/07/2014,750,3,1,1,Daylight,1,Calderdale,1,1,3,1,36
1,06/07/2014,1430,6,1,1,Daylight,1,Calderdale,1,1,2,1,66
1,06/07/2014,1800,6,1,1,Daylight,1,Calderdale,9,3,3,2,35
1,06/07/2014,2125,3,1,1,Daylight,1,Calderdale,1,1,3,1,44
2,07/07/2014,1805,3,1,1,Daylight,1,Calderdale,9,1,3,1,59
1,08/07/2014,1640,6,1,1,Daylight,1,Calderdale,9,3,2,1,17
1,09/07/2014,1500,3,1,1,Daylight,1,Calderdale,9,3,3,1,14
2,10/07/2014,945,3,1,1,Daylight,1,Calderdale,9,2,3,2,83
2,16/07/2014,738,3,1,1,Daylight,1,Calderdale,1,1,2,2,51
1,18/07/2014,352,1,1,4,Dark,1,Calderdale,9,2,3,2,40
1,18/07/2014,352,1,1,4,Dark,1,Calderdale,9,1,2,2,46
5,18/07/2014,2120,3,1,1,Daylight,1,Calderdale,9,1,3,1,24
1,19/07/2014,1330,3,2,1,Daylight,2,Calderdale,1,1,3,1,23
1,19/07/2014,1715,6,2,1,Daylight,1,Calderdale,9,3,3,1,51
2,19/07/2014,1905,6,1,1,Daylight,1,Calderdale,9,1,3,2,58
1,19/07/2014,1915,6,1,1,Daylight,1,Calderdale,11,3,2,1,8
1,19/07/2014,2000,3,2,1,Daylight,1,Calderdale,9,1,3,1,27
2,20/07/2014,1715,6,1,1,Daylight,1,Calderdale,9,3,3,1,3
2,22/07/2014,2245,3,1,1,Daylight,1,Calderdale,9,3,3,1,49
2,22/07/2014,2245,3,1,1,Daylight,1,Calderdale,9,1,3,2,63
3,22/07/2014,1615,3,1,1,Daylight,1,Calderdale,9,1,3,1,47
3,22/07/2014,1615,3,1,1,Daylight,1,Calderdale,9,1,3,1,19
3,22/07/2014,1615,3,1,1,Daylight,1,Calderdale,9,2,3,2,19
1,23/07/2014,1942,3,1,1,Daylight,1,Calderdale,9,1,3,2,70
1,23/07/2014,1500,6,1,1,Daylight,1,Calderdale,9,3,3,1,13
1,26/07/2014,1100,3,1,1,Daylight,1,Calderdale,20,3,3,1,89
2,26/07/2014,930,6,1,1,Daylight,1,Calderdale,9,1,3,1,29
2,26/07/2014,930,6,1,1,Daylight,1,Calderdale,9,2,3,1,29
2,27/07/2014,1505,3,1,1,Daylight,1,Calderdale,1,1,3,1,41
2,28/07/2014,730,6,1,1,Daylight,1,Calderdale,19,1,3,1,29
2,29/07/2014,1800,6,1,1,Daylight,1,Calderdale,9,1,3,1,69
2,30/07/2014,1913,6,1,1,Daylight,1,Calderdale,1,1,3,1,46
1,02/08/2014,1414,4,2,1,Daylight,1,Calderdale,5,1,3,1,44
1,02/08/2014,1414,4,2,1,Daylight,1,Calderdale,5,2,3,2,43
1,02/08/2014,1453,3,1,1,Daylight,1,Calderdale,9,1,3,1,37
1,02/08/2014,1453,3,1,1,Daylight,1,Calderdale,9,2,3,2,34
1,03/08/2014,1740,6,1,1,Daylight,1,Calderdale,9,3,3,1,8
3,03/08/2014,1823,3,1,1,Daylight,1,Calderdale,1,1,2,2,28
2,06/08/2014,1050,3,2,1,Daylight,2,Calderdale,9,2,3,1,6
2,06/08/2014,1725,3,1,1,Daylight,1,Calderdale,1,1,3,1,47
1,06/08/2014,1951,6,1,1,Daylight,1,Calderdale,9,3,2,1,4
1,07/08/2014,415,3,1,4,Dark,1,Calderdale,9,3,3,1,15
2,08/08/2014,2136,6,1,4,Dark,1,Calderdale,2,1,3,1,17
1,09/08/2014,1230,3,1,1,Daylight,1,Calderdale,9,3,3,2,1
1,09/08/2014,2050,6,1,1,Daylight,1,Calderdale,9,1,3,1,31
1,09/08/2014,2050,6,1,1,Daylight,1,Calderdale,9,2,2,2,30
2,09/08/2014,2250,3,1,4,Dark,1,Calderdale,8,2,3,2,15
2,09/08/2014,2250,3,1,4,Dark,1,Calderdale,3,1,2,1,46
2,09/08/2014,2250,3,1,4,Dark,1,Calderdale,8,2,3,2,16
2,10/08/2014,1130,3,2,1,Daylight,1,Calderdale,9,1,3,2,41
2,11/08/2014,1100,6,1,1,Daylight,1,Calderdale,9,1,3,2,54
2,11/08/2014,1605,6,1,1,Daylight,1,Calderdale,1,1,3,1,15
1,11/08/2014,2208,4,2,4,Dark,2,Calderdale,2,1,2,1,60
2,12/08/2014,2158,6,2,4,Dark,1,Calderdale,9,1,3,1,21
2,12/08/2014,2158,6,2,4,Dark,1,Calderdale,9,2,3,1,30
2,12/08/2014,2158,6,2,4,Dark,1,Calderdale,9,1,3,1,25
2,15/08/2014,1607,3,1,1,Daylight,1,Calderdale,9,1,3,1,38
2,15/08/2014,1607,3,1,1,Daylight,1,Calderdale,9,2,3,1,15
3,16/08/2014,1315,4,1,1,Daylight,1,Calderdale,19,1,3,1,48
2,17/08/2014,1200,3,1,1,Daylight,1,Calderdale,1,1,3,1,82
2,15/08/2014,1200,6,2,1,Daylight,2,Calderdale,90,1,3,1,51
2,19/08/2014,700,3,1,1,Daylight,1,Calderdale,9,1,3,1,39
2,22/08/2014,1105,6,1,1,Daylight,1,Calderdale,9,1,3,2,26
2,22/08/2014,1515,3,2,1,Daylight,2,Calderdale,1,1,3,1,49
2,22/08/2014,800,3,1,1,Daylight,1,Calderdale,3,1,3,1,31
2,24/08/2014,1805,3,1,1,Daylight,1,Calderdale,1,1,2,1,39
1,25/08/2014,735,3,2,1,Daylight,2,Calderdale,9,1,2,1,34
1,26/08/2014,1330,4,1,1,Daylight,1,Calderdale,9,3,3,2,33
2,27/08/2014,1229,6,1,1,Daylight,1,Calderdale,9,2,3,2,25
1,28/08/2014,800,3,1,1,Daylight,2,Calderdale,9,1,3,2,29
1,28/08/2014,800,3,1,1,Daylight,2,Calderdale,9,2,3,2,24
2,31/08/2014,1740,6,1,1,Daylight,1,Calderdale,9,2,3,2,21
2,31/08/2014,1740,6,1,1,Daylight,1,Calderdale,9,2,3,2,13
2,01/09/2014,2100,6,1,4,Dark,1,Calderdale,9,1,3,2,25
2,02/09/2014,1000,6,1,1,Daylight,1,Calderdale,19,1,3,2,53
1,03/09/2014,1130,6,1,1,Daylight,1,Calderdale,9,1,3,1,54
2,04/09/2014,2052,6,1,4,Dark,1,Calderdale,9,1,3,2,42
1,05/09/2014,415,3,1,4,Dark,1,Calderdale,9,3,3,1,19
3,08/09/2014,1405,6,1,1,Daylight,1,Calderdale,90,1,3,2,66
1,08/09/2014,840,6,1,1,Daylight,1,Calderdale,9,3,3,2,53
2,08/09/2014,1610,3,1,1,Daylight,1,Calderdale,9,1,3,2,55
2,08/09/2014,1924,6,1,1,Daylight,1,Calderdale,1,1,2,1,45
3,09/09/2014,820,6,1,1,Daylight,1,Calderdale,9,2,3,1,6
1,10/09/2014,1537,3,1,1,Daylight,1,Calderdale,9,3,3,1,10
2,11/09/2014,1535,6,1,1,Daylight,1,Calderdale,9,2,3,2,12
2,11/09/2014,1535,6,1,1,Daylight,1,Calderdale,9,2,3,2,11
3,11/09/2014,2350,6,1,4,Dark,1,Calderdale,9,1,3,1,25
2,12/09/2014,820,3,1,1,Daylight,1,Calderdale,9,2,3,2,38
2,14/09/2014,308,6,1,4,Dark,1,Calderdale,8,2,3,1,43
2,14/09/2014,308,6,1,4,Dark,1,Calderdale,8,2,2,2,40
2,14/09/2014,308,6,1,4,Dark,1,Calderdale,8,1,2,1,54
3,14/09/2014,1940,6,1,4,Dark,1,Calderdale,9,3,3,1,78
1,15/09/2014,948,3,2,1,Daylight,1,Calderdale,9,1,3,1,24
1,16/09/2014,927,3,1,1,Daylight,1,Calderdale,11,3,2,2,45
2,16/09/2014,1934,6,1,1,Daylight,1,Calderdale,9,1,3,2,40
2,16/09/2014,1934,6,1,1,Daylight,1,Calderdale,9,2,3,2,9
1,18/09/2014,910,6,1,1,Daylight,1,Calderdale,9,3,3,1,36
2,19/09/2014,2110,3,2,4,Dark,3,Calderdale,3,1,2,1,26
2,21/09/2014,959,3,1,1,Daylight,1,Calderdale,1,1,3,1,54
1,23/09/2014,1650,6,1,1,Daylight,1,Calderdale,9,2,3,1,6
2,24/09/2014,1800,4,1,1,Daylight,1,Calderdale,1,1,3,1,21
2,26/09/2014,1400,6,1,1,Daylight,1,Calderdale,9,2,3,1,52
2,26/09/2014,1400,6,1,1,Daylight,1,Calderdale,9,1,2,1,79
2,26/09/2014,1400,6,1,1,Daylight,1,Calderdale,9,2,2,2,78
2,26/09/2014,1400,6,1,1,Daylight,1,Calderdale,9,1,3,1,51
2,26/09/2014,1535,6,1,1,Daylight,1,Calderdale,9,3,3,1,11
2,26/09/2014,1545,3,1,1,Daylight,1,Calderdale,9,1,3,2,29
1,26/09/2014,1710,6,1,1,Daylight,1,Calderdale,9,3,2,1,2
2,28/09/2014,2012,3,1,4,Dark,1,Calderdale,9,1,3,1,66
2,29/09/2014,629,6,1,4,Dark,1,Calderdale,1,1,2,1,48
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,2,3,1,60
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,1,3,1,28
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,1,3,1,20
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,1,3,1,64
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,21,1,3,1,42
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,1,3,1,39
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,1,3,1,19
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,2,3,1,24
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,2,3,1,41
7,30/09/2014,1346,1,1,1,Daylight,1,Calderdale,9,2,3,1,17
1,04/10/2014,1205,6,2,1,Daylight,1,Calderdale,9,3,3,2,57
2,30/09/2014,1413,3,1,1,Daylight,1,Calderdale,1,1,3,1,35
2,30/09/2014,1805,3,1,1,Daylight,1,Calderdale,1,1,2,1,57
2,01/10/2014,1214,3,1,1,Daylight,1,Calderdale,19,1,2,1,43
2,02/10/2014,720,3,1,1,Daylight,1,Calderdale,5,2,3,1,25
2,02/10/2014,720,3,1,1,Daylight,1,Calderdale,5,1,2,1,22
2,02/10/2014,838,6,1,1,Daylight,1,Calderdale,1,1,3,1,12
1,03/10/2014,810,6,1,1,Daylight,1,Calderdale,9,3,3,1,43
1,06/10/2014,1525,6,2,1,Daylight,2,Calderdale,9,3,3,2,10
3,07/10/2014,707,6,2,1,Daylight,7,Calderdale,9,1,3,1,17
3,07/10/2014,707,6,2,1,Daylight,7,Calderdale,9,1,3,2,62
2,07/10/2014,707,3,2,1,Daylight,7,Calderdale,4,1,3,1,41
2,07/10/2014,1640,6,2,1,Daylight,2,Calderdale,9,1,3,2,43
3,09/10/2014,2335,3,2,1,Daylight,2,Calderdale,9,1,3,1,63
1,09/10/2014,1805,6,1,1,Daylight,1,Calderdale,9,3,3,1,6
1,09/10/2014,2100,3,2,6,,5,Calderdale,9,1,3,1,41
2,10/10/2014,910,6,1,1,Daylight,1,Calderdale,9,1,3,2,32
2,11/10/2014,2345,6,2,4,Dark,1,Calderdale,9,2,3,2,30
1,14/10/2014,820,3,1,1,Daylight,1,Calderdale,11,3,2,2,12
1,14/10/2014,1650,6,2,1,Daylight,1,Calderdale,9,3,3,2,11
2,16/10/2014,640,4,2,4,Dark,1,Calderdale,9,1,3,1,41
1,17/10/2014,855,4,1,1,Daylight,1,Calderdale,9,3,3,1,33
2,17/10/2014,1112,3,1,1,Daylight,1,Calderdale,5,1,3,1,21
2,17/10/2014,1612,6,1,1,Daylight,1,Calderdale,9,1,3,1,23
1,18/10/2014,243,3,2,4,Dark,2,Calderdale,9,2,3,2,14
1,18/10/2014,243,3,2,4,Dark,2,Calderdale,9,2,3,2,16
1,18/10/2014,1750,6,1,1,Daylight,1,Calderdale,9,3,2,2,4
1,18/10/2014,1804,3,1,4,Dark,1,Calderdale,9,3,2,2,8
2,19/10/2014,1245,3,1,1,Daylight,1,Calderdale,1,1,3,1,23
1,20/10/2014,702,3,2,1,Daylight,1,Calderdale,9,1,3,2,21
2,21/10/2014,1623,6,2,1,Daylight,5,Calderdale,3,1,3,1,18
2,22/10/2014,1500,6,1,1,Daylight,1,Calderdale,9,1,3,1,27
3,23/10/2014,1935,6,2,4,Dark,1,Calderdale,9,3,1,1,63
2,23/10/2014,2150,3,1,7,Dark,1,Calderdale,1,1,3,1,25
2,24/10/2014,1850,6,1,4,Dark,1,Calderdale,9,1,3,1,33
2,24/10/2014,2020,3,2,4,Dark,1,Calderdale,9,1,3,2,49
2,24/10/2014,2020,3,2,4,Dark,1,Calderdale,9,2,3,2,62
2,25/10/2014,2255,3,1,4,Dark,1,Calderdale,9,1,3,2,56
2,25/10/2014,2255,3,1,4,Dark,1,Calderdale,9,1,3,1,23
1,26/10/2014,454,6,2,4,Dark,1,Calderdale,9,1,2,1,22
2,27/10/2014,2140,3,1,4,Dark,1,Calderdale,2,1,2,1,17
2,29/10/2014,2002,3,2,4,Dark,1,Calderdale,9,1,3,1,31
2,29/10/2014,2002,3,2,4,Dark,1,Calderdale,9,2,3,1,41
2,29/10/2014,2002,3,2,4,Dark,1,Calderdale,9,2,3,1,34
2,29/10/2014,2002,3,2,4,Dark,1,Calderdale,9,1,3,1,72
2,02/11/2014,1400,3,1,1,Daylight,1,Calderdale,1,1,3,1,49
1,03/11/2014,725,6,2,1,Daylight,1,Calderdale,19,2,2,1,53
1,03/11/2014,725,6,2,1,Daylight,1,Calderdale,19,2,3,1,25
1,03/11/2014,725,6,2,1,Daylight,1,Calderdale,19,1,3,1,48
1,03/11/2014,1530,3,1,1,Daylight,1,Calderdale,9,3,3,2,57
2,03/11/2014,700,1,1,1,Daylight,1,Calderdale,9,1,3,1,19
2,03/11/2014,2315,3,2,7,Dark,1,Calderdale,9,2,3,2,21
2,04/11/2014,1345,6,1,1,Daylight,1,Calderdale,9,1,3,2,37
2,04/11/2014,1031,3,1,1,Daylight,1,Calderdale,9,2,3,2,60
2,04/11/2014,1730,3,1,4,Dark,1,Calderdale,3,1,3,1,18
1,05/11/2014,1115,3,1,1,Daylight,1,Calderdale,9,1,2,2,21
1,05/11/2014,1115,3,1,1,Daylight,1,Calderdale,9,2,3,1,22
1,05/11/2014,1745,3,1,4,Dark,1,Calderdale,1,1,3,1,40
2,05/11/2014,2100,6,1,1,Daylight,1,Calderdale,2,1,3,2,33
1,06/11/2014,1540,6,1,1,Daylight,1,Calderdale,9,3,3,2,11
2,07/11/2014,800,6,2,1,Daylight,2,Calderdale,9,1,3,1,19
2,07/11/2014,800,6,2,1,Daylight,2,Calderdale,9,1,3,1,58
2,07/11/2014,800,6,2,1,Daylight,2,Calderdale,9,2,3,1,14
2,07/11/2014,2040,6,2,4,Dark,1,Calderdale,9,1,3,2,37
2,08/11/2014,1430,6,2,1,Daylight,1,Calderdale,2,1,3,1,18
1,07/10/2014,1335,6,1,1,Daylight,1,Calderdale,9,3,3,1,67
1,09/11/2014,1740,6,1,4,Dark,1,Calderdale,9,3,3,1,46
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,2,3,1,7
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,2,3,2,21
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,2,3,2,2
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,2,3,2,32
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,1,3,1,42
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,2,3,2,20
2,09/11/2014,1840,3,2,4,Dark,1,Calderdale,9,2,2,1,11
2,10/11/2014,1300,3,1,1,Daylight,1,Calderdale,9,1,3,2,43
2,10/11/2014,1640,3,2,4,Dark,2,Calderdale,9,1,3,2,31
2,11/11/2014,1840,6,1,1,Daylight,1,Calderdale,9,1,3,1,48
2,11/11/2014,1840,6,1,1,Daylight,1,Calderdale,9,2,3,1,17
2,13/11/2014,730,3,2,1,Daylight,1,Calderdale,5,1,3,2,43
2,13/11/2014,1630,6,1,1,Daylight,1,Calderdale,1,1,3,1,27
2,14/11/2014,1700,1,2,7,Dark,1,Calderdale,9,1,3,2,22
2,17/11/2014,1205,3,1,1,Daylight,1,Calderdale,9,2,3,2,36
2,17/11/2014,1205,3,1,1,Daylight,1,Calderdale,9,1,3,1,78
2,17/11/2014,1309,6,1,1,Daylight,1,Calderdale,9,1,3,1,77
2,17/11/2014,1309,6,1,1,Daylight,1,Calderdale,9,2,3,2,70
4,17/11/2014,1745,3,2,4,Dark,1,Calderdale,9,1,3,1,21
1,18/11/2014,1445,6,2,1,Daylight,1,Calderdale,9,1,3,2,30
2,19/11/2014,700,6,2,4,Dark,1,Calderdale,8,2,3,1,28
2,19/11/2014,700,6,2,4,Dark,1,Calderdale,9,2,3,2,24
2,19/11/2014,700,6,2,4,Dark,1,Calderdale,8,2,3,2,26
2,19/11/2014,740,6,2,1,Daylight,2,Calderdale,3,1,2,1,18
2,21/11/2014,1339,6,1,1,Daylight,1,Calderdale,9,1,3,1,34
2,21/11/2014,1750,3,2,4,Dark,2,Calderdale,5,1,3,1,22
1,23/11/2014,640,3,2,6,,1,Calderdale,9,2,3,1,19
1,23/11/2014,640,3,2,6,,1,Calderdale,9,1,3,1,18
2,23/11/2014,1404,6,1,1,Daylight,1,Calderdale,9,1,2,1,20
1,24/11/2014,1530,3,1,1,Daylight,1,Calderdale,9,3,3,1,30
2,24/11/2014,1655,6,2,4,Dark,9,Calderdale,4,1,3,1,34
2,25/11/2014,1630,3,1,4,Dark,1,Calderdale,9,1,3,2,20
2,25/11/2014,1630,3,1,4,Dark,1,Calderdale,9,1,3,1,22
1,26/11/2014,1248,6,1,1,Daylight,1,Calderdale,19,3,3,1,89
1,26/11/2014,1248,6,1,1,Daylight,1,Calderdale,19,3,3,2,90
1,27/11/2014,640,6,2,4,Dark,7,Calderdale,9,3,2,2,19
2,28/11/2014,1024,1,2,1,Daylight,7,Calderdale,9,2,3,2,26
2,28/11/2014,1024,1,2,1,Daylight,7,Calderdale,9,2,3,2,23
2,28/11/2014,1024,1,2,1,Daylight,7,Calderdale,9,2,3,1,48
2,28/11/2014,1024,1,2,1,Daylight,7,Calderdale,9,1,3,1,42
2,28/11/2014,1024,1,2,1,Daylight,7,Calderdale,19,1,3,1,55
2,28/11/2014,1550,6,2,1,Daylight,7,Calderdale,9,1,3,2,55
2,28/11/2014,1545,6,2,1,Daylight,7,Calderdale,8,1,3,1,59
2,28/11/2014,1630,6,2,4,Dark,2,Calderdale,9,2,3,2,42
2,28/11/2014,1630,6,2,4,Dark,2,Calderdale,9,2,3,2,20
2,28/11/2014,1630,6,2,4,Dark,2,Calderdale,9,2,3,1,18
2,30/11/2014,850,3,1,1,Daylight,1,Calderdale,9,1,3,2,78
2,30/11/2014,850,3,1,1,Daylight,1,Calderdale,9,1,3,2,59
1,01/11/2014,1320,3,2,1,Daylight,1,Calderdale,5,1,2,1,34
2,02/12/2014,855,6,1,1,Daylight,1,Calderdale,5,1,3,1,38
1,03/12/2014,1105,6,1,1,Daylight,1,Calderdale,21,3,3,2,60
1,03/12/2014,1205,6,1,1,Daylight,1,Calderdale,11,3,2,2,67
1,03/12/2014,1650,6,2,4,Dark,1,Calderdale,9,3,2,1,79
