"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Local.Authority","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"562",2,"15/05/2016",855,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,48
"563",2,"15/05/2016",855,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,20
"564",2,"16/05/2016",1735,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,57
"565",2,"16/05/2016",2000,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,13
"566",2,"16/05/2016",2314,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,83
"567",2,"16/05/2016",2314,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,79
"568",2,"16/05/2016",2314,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,34
"569",2,"17/05/2016",1209,"6","1",1,"Daylight",1,"Calderdale",19,1,3,2,31
"570",2,"17/05/2016",1209,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,42
"571",1,"14/05/2016",1645,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,35
"572",3,"17/05/2016",1810,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,19
"573",3,"17/05/2016",1810,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,62
"574",2,"19/05/2016",1400,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,1
"575",2,"19/05/2016",1400,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,52
"576",1,"19/05/2016",2149,"6","1",4,"Dark",1,"Calderdale",9,3,3,2,45
"577",1,"19/05/2016",2149,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,26
"578",1,"20/05/2016",230,"6","2",4,"Dark",1,"Calderdale",9,3,3,2,23
"579",1,"20/05/2016",230,"6","2",4,"Dark",1,"Calderdale",9,3,3,2,24
"580",1,"20/05/2016",230,"6","2",4,"Dark",1,"Calderdale",9,3,3,1,25
"581",1,"21/05/2016",210,"3","2",4,"Dark",2,"Calderdale",9,1,2,1,20
"582",1,"21/05/2016",210,"3","2",4,"Dark",2,"Calderdale",9,2,2,1,NA
"583",1,"21/05/2016",210,"3","2",4,"Dark",2,"Calderdale",9,2,3,1,21
"584",1,"21/05/2016",210,"3","2",4,"Dark",2,"Calderdale",9,2,3,1,25
"585",2,"21/05/2016",2108,"4","2",4,"Dark",2,"Calderdale",9,2,3,2,19
"586",2,"21/05/2016",2108,"4","2",4,"Dark",2,"Calderdale",9,1,2,2,40
"587",1,"22/05/2016",2045,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,18
"588",1,"22/05/2016",2045,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,16
"589",2,"23/05/2016",1435,"1","1",1,"Daylight",1,"Calderdale",9,2,2,2,74
"590",2,"23/05/2016",1720,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,44
"591",2,"24/05/2016",1428,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,65
"592",2,"24/05/2016",1428,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,68
"593",2,"24/05/2016",1428,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,46
"594",2,"24/05/2016",2022,"3","1",1,"Daylight",1,"Calderdale",1,1,3,2,65
"595",1,"26/05/2016",1155,"3","2",1,"Daylight",2,"Calderdale",8,3,3,2,75
"596",1,"26/05/2016",1632,"6","2",1,"Daylight",2,"Calderdale",2,1,2,1,20
"597",1,"26/05/2016",1720,"6","2",1,"Daylight",2,"Calderdale",9,3,3,1,8
"598",2,"27/05/2016",2345,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,45
"599",2,"27/05/2016",2345,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,45
"600",3,"28/05/2016",1016,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,26
"601",3,"28/05/2016",1016,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,46
"602",1,"29/05/2016",2018,"6","1",1,"Daylight",1,"Calderdale",5,1,3,1,60
"603",1,"30/05/2016",1735,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,15
"604",3,"31/05/2016",1603,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,20
"605",3,"31/05/2016",1603,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,21
"606",3,"31/05/2016",1603,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,28
"607",2,"31/05/2016",1750,"6","1",1,"Daylight",1,"Calderdale",23,1,3,1,16
"608",2,"02/06/2016",1515,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,37
"609",2,"02/06/2016",1515,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,10
"610",2,"02/06/2016",1515,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,12
"611",1,"05/06/2016",1342,"6","1",1,"Daylight",1,"Calderdale",8,3,2,1,1
"612",1,"06/06/2016",1300,"6","1",1,"Daylight",1,"Calderdale",8,3,3,1,36
"613",3,"11/06/2016",2035,"6","2",4,"Dark",2,"Calderdale",9,1,3,1,63
"614",3,"11/06/2016",2035,"6","2",4,"Dark",2,"Calderdale",9,2,3,1,25
"615",2,"12/06/2016",1248,"6","2",1,"Daylight",2,"Calderdale",9,2,3,2,65
"616",2,"14/06/2016",2132,"6","2",1,"Daylight",1,"Calderdale",9,2,3,2,25
"618",2,"18/06/2016",1315,"3","1",1,"Daylight",1,"Calderdale",8,2,3,1,31
"619",2,"18/06/2016",1315,"3","1",1,"Daylight",1,"Calderdale",8,2,3,2,27
"620",2,"18/06/2016",1315,"3","1",1,"Daylight",1,"Calderdale",8,2,3,1,9
"621",2,"18/06/2016",1315,"3","1",1,"Daylight",1,"Calderdale",8,2,3,2,7
"622",2,"18/06/2016",1315,"3","1",1,"Daylight",1,"Calderdale",8,2,3,1,1
"623",2,"18/06/2016",1315,"3","1",1,"Daylight",1,"Calderdale",8,2,3,2,54
"624",2,"18/06/2016",1448,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,36
"625",2,"14/06/2016",20,"6","1",7,"Dark",1,"Calderdale",9,1,3,1,37
"626",2,"20/06/2016",1734,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,27
"627",2,"20/06/2016",1734,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,31
"628",2,"20/06/2016",1734,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,24
"629",2,"22/06/2016",1615,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,90
"630",1,"24/06/2016",115,"6","1",4,"Dark",1,"Calderdale",9,3,2,1,24
"631",2,"24/06/2016",1515,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,20
"632",2,"26/06/2016",1200,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,44
"633",2,"26/06/2016",1245,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,54
"634",1,"28/06/2016",1607,"6","2",1,"Daylight",2,"Calderdale",9,3,3,2,16
"636",1,"28/06/2016",2344,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,34
"637",1,"30/06/2016",1211,"6","1",1,"Daylight",1,"Calderdale",19,3,3,2,79
"638",2,"03/07/2016",820,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,67
"639",2,"04/07/2016",1054,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,39
"640",3,"04/07/2016",2315,"6","2",4,"Dark",2,"Calderdale",9,3,2,1,21
"641",1,"05/07/2016",1524,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,6
"642",1,"08/07/2016",330,"3","1",4,"Dark",1,"Calderdale",19,2,3,1,26
"643",2,"06/07/2016",800,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,27
"644",1,"08/07/2016",1134,"4","2",1,"Daylight",1,"Calderdale",3,1,3,1,21
"645",2,"09/07/2016",1155,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,30
"646",1,"09/07/2016",1520,"3","1",1,"Daylight",1,"Calderdale",11,2,3,2,53
"647",1,"09/07/2016",2135,"6","2",1,"Daylight",2,"Calderdale",9,3,2,1,52
"648",2,"10/07/2016",1310,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,40
"649",3,"10/07/2016",1548,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,42
"650",2,"11/07/2016",1630,"3","1",1,"Daylight",1,"Calderdale",4,1,2,1,75
"651",2,"11/07/2016",1812,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,10
"652",4,"12/07/2016",945,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,76
"653",4,"12/07/2016",945,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,21
"654",2,"14/07/2016",822,"3","1",1,"Daylight",1,"Calderdale",3,1,3,2,45
"655",2,"15/07/2016",752,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,11
"656",2,"15/07/2016",1328,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,53
"657",2,"15/07/2016",1328,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,19
"658",2,"15/07/2016",1328,"3","1",1,"Daylight",1,"Calderdale",8,1,3,1,53
"659",2,"16/07/2016",305,"1","2",4,"Dark",5,"Calderdale",21,1,3,1,51
"660",2,"16/07/2016",305,"1","2",4,"Dark",5,"Calderdale",11,1,2,1,35
"661",2,"16/07/2016",305,"1","2",4,"Dark",5,"Calderdale",11,2,2,1,22
"662",2,"16/07/2016",1609,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,2
"663",2,"16/07/2016",1609,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,6
"664",3,"16/07/2016",2145,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,43
"665",2,"17/07/2016",1316,"3","1",1,"Daylight",1,"Calderdale",1,1,1,1,32
"666",2,"17/07/2016",1316,"3","1",1,"Daylight",1,"Calderdale",1,1,2,1,61
"667",2,"18/07/2016",1825,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,38
"668",2,"19/07/2016",755,"3","1",1,"Daylight",1,"Calderdale",11,2,3,2,49
"669",2,"19/07/2016",1730,"6","1",1,"Daylight",1,"Calderdale",19,2,3,2,20
"670",2,"18/07/2016",1839,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,36
"671",2,"18/07/2016",1839,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,7
"672",2,"18/07/2016",1839,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,8
"673",2,"21/07/2016",945,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,12
"674",2,"22/07/2016",2220,"3","1",4,"Dark",1,"Calderdale",4,3,3,1,36
"675",1,"23/07/2016",1403,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,31
"676",1,"23/07/2016",1403,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,1
"677",2,"23/07/2016",1340,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,49
"678",2,"24/07/2016",131,"3","1",1,"Daylight",1,"Calderdale",19,1,2,1,26
"679",2,"24/07/2016",131,"3","1",1,"Daylight",1,"Calderdale",19,2,3,2,15
"680",2,"24/07/2016",131,"3","1",1,"Daylight",1,"Calderdale",8,1,3,1,43
"681",2,"24/07/2016",131,"3","1",1,"Daylight",1,"Calderdale",19,2,3,2,20
"682",2,"24/07/2016",1234,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,22
"683",2,"26/07/2016",639,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,44
"684",2,"26/07/2016",750,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,33
"685",2,"26/07/2016",750,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,37
"686",2,"27/07/2016",1110,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,27
"687",2,"28/07/2016",1015,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,53
"688",2,"28/07/2016",1015,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,68
"689",3,"28/07/2016",1618,"1","2",1,"Daylight",2,"Calderdale",9,1,3,2,21
"690",3,"29/07/2016",1850,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,24
"691",3,"29/07/2016",1850,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,2
"692",1,"29/07/2016",2018,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,20
"693",1,"29/07/2016",2018,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,17
"694",1,"30/07/2016",522,"3","1",1,"Daylight",1,"Calderdale",9,3,2,2,20
"695",2,"05/08/2016",1450,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,20
"696",2,"05/08/2016",1450,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,27
"697",2,"05/08/2016",1730,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,46
"698",1,"07/08/2016",57,"6","1",4,"Dark",1,"Calderdale",9,1,2,1,34
"699",1,"07/08/2016",57,"6","1",4,"Dark",1,"Calderdale",9,2,2,1,20
"700",1,"07/08/2016",57,"6","1",4,"Dark",1,"Calderdale",9,2,2,1,24
"701",1,"07/08/2016",1732,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,14
"702",2,"09/08/2016",1825,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,20
"703",2,"09/08/2016",1825,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,14
"704",1,"10/08/2016",120,"3","2",4,"Dark",2,"Calderdale",5,1,1,1,21
"705",2,"11/08/2016",1755,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,37
"706",2,"11/08/2016",1815,"6","1",1,"Daylight",1,"Calderdale",22,1,3,1,50
"707",1,"12/08/2016",1600,"6","1",1,"Daylight",1,"Calderdale",2,3,3,1,64
"708",1,"13/08/2016",45,"3","2",4,"Dark",2,"Calderdale",8,3,2,1,38
"709",2,"14/08/2016",1655,"3","1",1,"Daylight",1,"Calderdale",1,1,2,1,51
"710",2,"15/08/2016",2110,"4","1",4,"Dark",1,"Calderdale",5,1,3,2,35
"711",2,"16/08/2016",1720,"4","1",1,"Daylight",1,"Calderdale",11,2,3,1,13
"712",2,"16/08/2016",1720,"4","1",1,"Daylight",1,"Calderdale",11,2,3,2,34
"713",2,"16/08/2016",1720,"4","1",1,"Daylight",1,"Calderdale",11,2,3,2,17
"714",2,"16/08/2016",1720,"4","1",1,"Daylight",1,"Calderdale",11,2,3,1,60
"715",2,"17/08/2016",1135,"6","1",1,"Daylight",1,"Calderdale",11,3,3,1,48
"716",2,"18/08/2016",735,"4","1",1,"Daylight",1,"Calderdale",3,1,3,1,51
"717",1,"18/08/2016",1932,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,32
"718",2,"19/08/2016",1120,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,27
"719",4,"19/08/2016",1904,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,23
"720",2,"19/08/2016",2314,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,20
"721",2,"19/08/2016",2314,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,18
"722",3,"21/08/2016",1815,"6","1",1,"Daylight",1,"Calderdale",2,1,3,1,12
"723",3,"21/08/2016",1815,"6","1",1,"Daylight",1,"Calderdale",2,1,3,1,13
"724",2,"21/08/2016",2250,"6","1",4,"Dark",9,"Calderdale",9,1,3,1,34
"725",3,"23/08/2016",2054,"3","1",4,"Dark",1,"Calderdale",9,1,2,1,26
"726",3,"23/08/2016",2054,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,25
"727",3,"23/08/2016",2054,"3","1",4,"Dark",1,"Calderdale",9,1,2,2,54
"728",2,"23/08/2016",1620,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,40
"729",2,"24/08/2016",2220,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,46
"730",1,"25/08/2016",1701,"6","2",1,"Daylight",2,"Calderdale",19,3,3,2,50
"731",2,"26/08/2016",1835,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,36
"732",2,"26/08/2016",1835,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,19
"733",2,"26/08/2016",1835,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,15
"734",3,"28/08/2016",1830,"3","1",1,"Daylight",1,"Calderdale",9,1,2,1,49
"735",3,"28/08/2016",1830,"3","1",1,"Daylight",1,"Calderdale",9,2,2,2,28
"736",3,"28/08/2016",1830,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,58
"737",2,"29/08/2016",1910,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,45
"738",2,"29/08/2016",1910,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,30
"739",2,"29/08/2016",1910,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,24
"740",1,"30/08/2016",700,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,32
"741",1,"29/08/2016",1330,"6","1",1,"Daylight",1,"Calderdale",17,1,3,1,28
"742",2,"03/09/2016",1528,"4","2",1,"Daylight",2,"Calderdale",9,1,3,2,37
"743",2,"03/09/2016",1528,"4","2",1,"Daylight",2,"Calderdale",9,2,3,2,36
"744",2,"03/09/2016",1550,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,26
"745",1,"03/09/2016",2213,"3","2",1,"Daylight",2,"Calderdale",9,3,2,1,60
"746",2,"06/09/2016",1439,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,85
"747",2,"06/09/2016",2040,"3","1",4,"Dark",1,"Calderdale",9,1,1,1,30
"748",2,"06/09/2016",2040,"3","1",4,"Dark",1,"Calderdale",9,2,1,2,26
"749",1,"07/09/2016",1131,"3","1",1,"Daylight",1,"Calderdale",11,2,3,2,65
"750",1,"09/09/2016",1119,"6","1",1,"Daylight",1,"Calderdale",8,3,3,1,61
"751",1,"09/09/2016",1700,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,55
"752",2,"10/09/2016",2035,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,9
"753",2,"11/09/2016",1715,"3","1",1,"Daylight",1,"Calderdale",9,1,2,1,28
"754",2,"11/09/2016",2007,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,19
"755",2,"11/09/2016",2007,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,35
"756",2,"13/09/2016",1144,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,47
"757",3,"13/09/2016",1905,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,14
"758",2,"14/09/2016",1910,"3","1",1,"Daylight",1,"Calderdale",1,1,3,2,52
"759",2,"15/09/2016",820,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,60
"760",2,"15/09/2016",1840,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,14
"761",2,"16/09/2016",1108,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,52
"762",2,"16/09/2016",1108,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,55
"763",1,"17/09/2016",1315,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,1
"764",3,"19/09/2016",1514,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,26
"765",1,"19/09/2016",1645,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,55
"766",2,"20/09/2016",1655,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,63
"767",1,"22/09/2016",1613,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,11
"768",2,"23/09/2016",1125,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,56
"769",1,"23/09/2016",1310,"3","1",1,"Daylight",1,"Calderdale",19,3,3,1,19
"770",2,"26/09/2016",1529,"6","2",1,"Daylight",2,"Calderdale",2,1,3,1,16
"771",2,"28/09/2016",810,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,55
"772",2,"28/09/2016",2019,"3","1",4,"Dark",1,"Calderdale",1,1,2,1,37
"773",2,"29/09/2016",2200,"4","1",4,"Dark",1,"Calderdale",9,1,1,1,18
"774",2,"29/09/2016",2200,"4","1",4,"Dark",1,"Calderdale",9,2,3,1,72
"775",1,"01/10/2016",1529,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,24
"776",2,"01/10/2016",2255,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,18
"777",1,"03/10/2016",945,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,43
"778",2,"03/10/2016",1330,"3","1",1,"Daylight",8,"Calderdale",9,2,3,2,11
"779",1,"03/10/2016",1337,"4","1",1,"Daylight",1,"Calderdale",9,3,3,2,35
"780",2,"04/10/2016",700,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,51
"781",1,"05/10/2016",845,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,13
"782",2,"05/10/2016",1555,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,23
"783",2,"09/10/2016",1945,"6","1",4,"Dark",1,"Calderdale",3,1,3,1,23
"784",1,"06/10/2016",858,"6","1",1,"Daylight",1,"Calderdale",10,3,3,1,5
"785",2,"08/10/2016",458,"1","1",4,"Dark",1,"Calderdale",9,1,3,1,28
"786",2,"08/10/2016",1121,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,62
"787",2,"08/10/2016",1121,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,54
"788",2,"08/10/2016",1121,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,48
"789",2,"08/10/2016",1153,"4","2",1,"Daylight",1,"Calderdale",19,1,3,1,38
"790",2,"08/10/2016",1153,"4","2",1,"Daylight",1,"Calderdale",9,2,3,2,29
"791",2,"08/10/2016",1153,"4","2",1,"Daylight",1,"Calderdale",9,2,3,2,25
"792",2,"15/10/2016",1605,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,86
"793",2,"16/10/2016",1821,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,22
"794",2,"16/10/2016",1821,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,24
"795",1,"18/10/2016",1335,"3","2",1,"Daylight",2,"Calderdale",9,3,3,1,51
"796",2,"18/10/2016",1740,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,48
"797",2,"18/10/2016",1905,"6","2",4,"Dark",1,"Calderdale",9,2,3,2,10
"798",2,"18/10/2016",1905,"6","2",4,"Dark",1,"Calderdale",9,2,3,2,32
"799",2,"19/10/2016",1915,"6","1",4,"Dark",1,"Calderdale",8,2,3,2,20
"800",2,"21/10/2016",1216,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,72
"801",1,"22/10/2016",930,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,78
"802",2,"26/10/2016",739,"3","1",1,"Daylight",1,"Calderdale",1,1,2,1,46
"803",1,"26/10/2016",1012,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,79
"804",1,"26/10/2016",1125,"6","2",1,"Daylight",1,"Calderdale",9,1,3,2,49
"805",2,"26/10/2016",1700,"3","1",1,"Daylight",1,"Calderdale",4,1,3,1,33
"806",4,"27/10/2016",1735,"1","1",1,"Daylight",1,"Calderdale",9,2,3,1,NA
"807",4,"27/10/2016",1735,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,20
"808",1,"26/10/2016",2150,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,40
"809",1,"28/10/2016",1300,"6","1",1,"Daylight",1,"Calderdale",19,3,3,1,25
"810",2,"31/10/2016",1740,"6","1",1,"Daylight",1,"Calderdale",11,2,3,1,64
"811",1,"31/10/2016",1800,"3","1",4,"Dark",1,"Calderdale",9,3,3,1,27
"812",2,"02/11/2016",2250,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,52
"813",2,"04/11/2016",726,"4","1",1,"Daylight",1,"Calderdale",3,1,2,1,21
"814",2,"04/11/2016",1000,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,41
"815",2,"04/11/2016",1340,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,44
"816",1,"27/10/2016",900,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,74
"817",3,"09/11/2016",540,"1","3",4,"Dark",3,"Calderdale",8,1,3,1,58
"818",2,"10/11/2016",1610,"6","2",1,"Daylight",1,"Calderdale",9,3,3,2,36
"819",1,"10/11/2016",1805,"3","2",4,"Dark",1,"Calderdale",9,3,3,2,22
"820",2,"10/11/2016",1245,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,82
"821",2,"10/11/2016",1420,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,25
"822",1,"12/11/2016",1250,"1","2",1,"Daylight",1,"Calderdale",9,1,3,2,38
"823",2,"12/11/2016",2330,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,15
"824",2,"12/11/2016",2330,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,19
"825",2,"14/11/2016",1717,"3","2",4,"Dark",1,"Calderdale",1,1,3,1,54
"826",2,"14/11/2016",1858,"6","2",4,"Dark",1,"Calderdale",9,1,3,1,50
"827",2,"14/11/2016",1858,"6","2",4,"Dark",1,"Calderdale",9,1,3,2,22
"828",2,"16/11/2016",1205,"3","2",1,"Daylight",1,"Calderdale",1,1,3,1,24
"829",2,"20/11/2016",1440,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,48
"830",2,"20/11/2016",1440,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,49
"831",2,"20/11/2016",1440,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,17
"832",2,"21/11/2016",720,"6","2",4,"Dark",2,"Calderdale",3,1,3,1,26
"833",1,"21/11/2016",1800,"6","2",4,"Dark",5,"Calderdale",9,3,3,2,24
"834",2,"21/11/2016",1454,"3","1",7,"Dark",1,"Calderdale",9,1,3,2,47
"835",2,"21/11/2016",1454,"3","1",7,"Dark",1,"Calderdale",9,2,3,2,16
"836",3,"24/11/2016",1123,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,30
"837",1,"25/11/2016",1730,"3","1",4,"Dark",1,"Calderdale",9,3,3,2,33
"838",1,"26/11/2016",1726,"4","1",1,"Daylight",1,"Calderdale",9,3,3,1,69
"839",2,"26/11/2016",1430,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,41
"840",3,"28/11/2016",1400,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,61
"841",2,"23/11/2016",1700,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,81
"842",1,"29/11/2016",539,"3","2",4,"Dark",1,"Calderdale",21,3,2,2,52
"843",1,"29/11/2016",1415,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,87
"844",1,"29/11/2016",1415,"3","1",1,"Daylight",1,"Calderdale",9,2,2,2,87
"845",1,"28/11/2016",1530,"6","1",1,"Daylight",1,"Calderdale",90,3,3,1,39
"846",3,"29/11/2016",1629,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,48
"847",3,"29/11/2016",1629,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,40
"848",1,"30/11/2016",1128,"3","1",1,"Daylight",1,"Calderdale",9,3,2,2,82
"849",2,"30/11/2016",1312,"3","2",1,"Daylight",1,"Calderdale",19,1,3,1,66
"850",3,"30/11/2016",1625,"1","2",4,"Dark",1,"Calderdale",9,1,3,1,45
"851",2,"01/12/2016",1650,"6","1",4,"Dark",1,"Calderdale",1,1,3,1,36
"852",2,"01/12/2016",1630,"4","2",4,"Dark",1,"Calderdale",9,2,2,1,29
"853",2,"01/12/2016",1630,"4","2",4,"Dark",1,"Calderdale",9,1,2,1,39
"854",2,"01/12/2016",1630,"4","2",4,"Dark",1,"Calderdale",9,1,2,1,29
